商品名,英文品名,許可證字號,許可證持有廠商,是否有效,藥品分類,分類依據,是否中藥,劑型,規格,包裝,適應症完整原文,適應症摘要,推定用途分類,全部成分原文,主要成分,防腐劑成分，若有,是否含防腐劑,是否為複方,資料來源,備註
五福滴視點眼液,"ARTIFICIAL TEAR ""WU-FU""",衛署藥製字第034503號,五福化學製藥股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,HYDROXYPROPYLMETHYLCELLULOSE(EQ TO HYPROMELLOSE)(HPMC),塑膠瓶裝,暫時緩解因眼睛乾澀所引起灼熱感與刺激感。,眼睛乾澀,人工淚液／潤滑型,EACH ML CONTAINS: HYDROXYPROPYLMETHYLCELLULOSE(EQ TO HYPROMELLOSE)(HPMC) (4000 cps) 5.000000 MG,Hypromellose,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/exportpdf/衛署藥製字第034503號 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/b5db153b-5281-4e10-b50b-4a2407b0bf8a_5?c=2;https://mcp.fda.gov.tw/insert/lablefiles/b5db153b-5281-4e10-b50b-4a2407b0bf8a_4?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
優麗舒保濕型單支裝點眼液,Optive Fusion Lubricant Eye Drops (Unit Dose),衛部藥輸字第026926號,瑞士商艾伯維藥品有限公司台灣分公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,GLYCERIN (eq to GLYCEROL);;CARBOXYMETHYLCELLULOSE SODIUM (EQ TO SODIUM CARBOXYMETHYLCELLULOSE),盒裝;;LDPE塑膠瓶裝,暫時緩解因眼睛乾澀所引起灼熱感與刺激感。暫時緩解因配戴隱形眼鏡造成之不適。,眼睛乾澀,人工淚液／潤滑型,Each ml contains: CARBOXYMETHYLCELLULOSE SODIUM (EQ TO SODIUM CARBOXYMETHYLCELLULOSE) 5.000000 MG；Each ml contains: GLYCERIN (eq to GLYCEROL) 10.000000 MG,Carboxymethylcellulose；Glycerin (EQ TO Glycerol),,否,是,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/exportpdf/衛部藥輸字第026926號 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/2aa00fec-17f0-4895-918b-0146555c629f_2?c=2;https://mcp.fda.gov.tw/insert/lablefiles/2aa00fec-17f0-4895-918b-0146555c629f_7?c=2;https://mcp.fda.gov.tw/insert/lablefiles/2aa00fec-17f0-4895-918b-0146555c629f_5?c=2;https://mcp.fda.gov.tw/insert/lablefiles/c5502cf9-70ed-4471-8466-542fa88b4d65?c=2;https://mcp.fda.gov.tw/insert/lablefiles/7e7fd822-0117-4669-be6b-ed5d44abe85a?c=2;https://mcp.fda.gov.tw/insert/lablefiles/2aa00fec-17f0-4895-918b-0146555c629f_1?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
優麗舒保濕型點眼液,Optive Fusion TM Lubricant Eye Drops,衛部藥輸字第026567號,瑞士商艾伯維藥品有限公司台灣分公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,GLYCERIN (eq to GLYCEROL);;CARBOXYMETHYLCELLULOSE SODIUM (EQ TO SODIUM CARBOXYMETHYLCELLULOSE),塑膠瓶裝,暫時緩解因眼睛乾澀所引起灼熱感與刺激感。,眼睛乾澀,人工淚液／潤滑型,Each ml contains: CARBOXYMETHYLCELLULOSE SODIUM (EQ TO SODIUM CARBOXYMETHYLCELLULOSE) 5.000000 MG；Each ml contains: GLYCERIN (eq to GLYCEROL) 9.000000 MG,Carboxymethylcellulose；Glycerin (EQ TO Glycerol),,否,是,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/exportpdf/衛部藥輸字第026567號 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/feed9fba-4dae-458a-b0c9-54f5af2c4630_15?c=2;https://mcp.fda.gov.tw/insert/lablefiles/feed9fba-4dae-458a-b0c9-54f5af2c4630_4?c=2;https://mcp.fda.gov.tw/insert/lablefiles/48a81e46-0e43-42d3-8ecc-220665c29c01?c=2;https://mcp.fda.gov.tw/insert/lablefiles/feed9fba-4dae-458a-b0c9-54f5af2c4630_1?c=2;https://mcp.fda.gov.tw/insert/lablefiles/feed9fba-4dae-458a-b0c9-54f5af2c4630_12?c=2;https://mcp.fda.gov.tw/insert/lablefiles/feed9fba-4dae-458a-b0c9-54f5af2c4630_5?c=2;https://mcp.fda.gov.tw/insert/lablefiles/feed9fba-4dae-458a-b0c9-54f5af2c4630_14?c=2;https://mcp.fda.gov.tw/insert/lablefiles/6ccefbd6-a969-4cb7-9aab-d6ea290a77a1?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
優麗舒加強型單支裝眼用乳劑,Optive Advanced Lubricant Eye Drops (Unit Dose Vials),衛部藥輸字第026529號,瑞士商艾伯維藥品有限公司台灣分公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼乳劑,Polysorbate 80;;GLYCERIN (eq to GLYCEROL);;CARBOXYMETHYLCELLULOSE SODIUM (EQ TO SODIUM CARBOXYMETHYLCELLULOSE),鋁箔袋裝;;盒裝;;LDPE塑膠瓶裝,暫時緩解因眼睛乾澀所引起灼熱感與刺激感。暫時緩解因配戴隱形眼鏡造成之不適。,眼睛乾澀,人工淚液／潤滑型,Each ml contains: CARBOXYMETHYLCELLULOSE SODIUM (EQ TO SODIUM CARBOXYMETHYLCELLULOSE) (Type 7LFPH) 5.000000 MG；Each ml contains: GLYCERIN (eq to GLYCEROL) 10.000000 MG；Each ml contains: Polysorbate 80 5.000000 MG,Carboxymethylcellulose；Glycerin (EQ TO Glycerol)；Polysorbate 80,,否,是,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/exportpdf/衛部藥輸字第026529號 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/49b29f20-9d6c-481c-82a7-684b26aa9a01_1?c=2;https://mcp.fda.gov.tw/insert/lablefiles/9e5ecaf6-46eb-4af8-942a-53f5d9a7745b?c=2;https://mcp.fda.gov.tw/insert/lablefiles/b7e71cc4-0fd9-4069-bb90-862a53c8c2a4?c=2;https://mcp.fda.gov.tw/insert/lablefiles/c8f84284-572e-476a-97cf-73ec6bfaba89?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
優麗舒單支裝眼用點眼液,Optive Sensitive Lubricant Eye Drops,衛署藥輸字第025667號,瑞士商艾伯維藥品有限公司台灣分公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,CARBOXYMETHYLCELLULOSE SODIUM (EQ TO SODIUM CARBOXYMETHYLCELLULOSE),塑膠瓶裝,暫時緩解因眼睛乾澀所引起灼熱感與刺激感。 暫時緩解因配戴隱形眼鏡造成之不適。,眼睛乾澀,人工淚液／潤滑型,Each ml contains: CARBOXYMETHYLCELLULOSE SODIUM (EQ TO SODIUM CARBOXYMETHYLCELLULOSE) (Carmellose sodium) 5.000000 MG,Carboxymethylcellulose,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/exportpdf/衛署藥輸字第025667號 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/3a70b9c8-66d4-4569-8c35-c87a98370d90?c=2;https://mcp.fda.gov.tw/insert/lablefiles/519e47d1-d018-4377-8346-cc297fd8d529?c=2;https://mcp.fda.gov.tw/insert/lablefiles/7f4c3e31-f34f-41b6-81fd-e908dcac271e?c=2;https://mcp.fda.gov.tw/insert/lablefiles/3674ef55-f4c2-451d-bb5d-718e3729b9af?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
優麗舒眼用點眼液,OPTIVE Lubricant Eye Drops,衛署藥輸字第024751號,瑞士商艾伯維藥品有限公司台灣分公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,SODIUM CARBOXYMETHYLCELLULOSE (TYPE 7M8SFPH);;GLYCERIN (eq to GLYCEROL);;SODIUM CARBOXYMETHYLCELLULOSE (TYPE 7H3SXF10-15),塑膠瓶裝,暫時緩解因眼睛乾澀所引起灼熱感與刺激感。,眼睛乾澀,人工淚液／潤滑型,Each ml contains： SODIUM CARBOXYMETHYLCELLULOSE (TYPE 7H3SXF10-15) 1.750000 MG；Each ml contains： SODIUM CARBOXYMETHYLCELLULOSE (TYPE 7M8SFPH) 3.250000 MG；Each ml contains： GLYCERIN (eq to GLYCEROL) 9.000000 MG,Carboxymethylcellulose；Glycerin (EQ TO Glycerol),,否,是,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/exportpdf/衛署藥輸字第024751號 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/44272c94-2e13-4109-b694-272a795d5a6d_2?c=2;https://mcp.fda.gov.tw/insert/lablefiles/44272c94-2e13-4109-b694-272a795d5a6d_7?c=2;https://mcp.fda.gov.tw/insert/lablefiles/44272c94-2e13-4109-b694-272a795d5a6d_6?c=2;https://mcp.fda.gov.tw/insert/lablefiles/44272c94-2e13-4109-b694-272a795d5a6d_1?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
凱舒諾人工淚液,"Cationorm, ophthalmic emulsion",衛部藥輸字第027403號,台灣參天製藥股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,MINERAL OIL;;MINERAL OIL LIGHT (EQ TO LIGHT MINERAL OIL),LDPE塑膠瓶裝,暫時緩解因眼睛乾澀所引起的灼熱感與刺激感。,眼睛乾澀,人工淚液／潤滑型,1 mL contains: MINERAL OIL 5.000000 MG；1 mL contains: MINERAL OIL LIGHT (EQ TO LIGHT MINERAL OIL) 5.000000 MG,Mineral Oil；Mineral Oil Light (EQ TO Light Mineral Oil),,否,是,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/exportpdf/衛部藥輸字第027403號 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/94bdf194-a23f-4402-be62-f8d4490536ff_0?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
博士倫愛滴淚單支裝點眼液,"Artelac SDU, eye drops",衛部藥輸字第026131號,博士倫股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,HYPROMELLOSE,塑膠瓶裝,暫時緩解因眼睛乾澀所引起的灼熱感與刺激感；暫時緩解因配戴隱形眼鏡所造成之不適。,眼睛乾澀,人工淚液／潤滑型,Eacn gm contains: HYPROMELLOSE 3.200000 MG,Hypromellose,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/exportpdf/衛部藥輸字第026131號 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/d9e3795f-e2d1-4d0c-97a4-582f4504bad7_6?c=2;https://mcp.fda.gov.tw/insert/lablefiles/d9e3795f-e2d1-4d0c-97a4-582f4504bad7_3?c=2;https://mcp.fda.gov.tw/insert/lablefiles/d9e3795f-e2d1-4d0c-97a4-582f4504bad7_2?c=2;https://mcp.fda.gov.tw/insert/lablefiles/d9e3795f-e2d1-4d0c-97a4-582f4504bad7_4?c=2;https://mcp.fda.gov.tw/insert/lablefiles/d9e3795f-e2d1-4d0c-97a4-582f4504bad7_0?c=2;https://mcp.fda.gov.tw/insert/lablefiles/d9e3795f-e2d1-4d0c-97a4-582f4504bad7_7?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
博士倫愛特淚單劑量點眼凝膠,Artelac Lipid EDO Eye Drops,衛署藥輸字第025922號,博士倫股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,眼用凝膠劑,CARBOMER (CARBOPOL 980 NF),塑膠瓶裝;;盒裝,乾眼症。,乾眼,人工淚液／潤滑型,Each g contains: CARBOMER (CARBOPOL 980 NF) 2.000000 MG,Carbomer,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/insert/pdfcasefile/i_70cb5af8-6484-495f-97bd-eb8f12904979?c=2 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/28610282-7623-40bf-aac9-d2a810b6a31b_3?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
博士倫愛特淚眼用凝膠,ARTELAC NIGHTTIME EYE GEL,衛署藥輸字第025921號,博士倫股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,眼用凝膠劑,CARBOMER (CARBOPOL 980 NF),盒裝;;塑膠軟管裝,乾眼症。,乾眼,人工淚液／潤滑型,Each g contains: CARBOMER (CARBOPOL 980 NF) 2.000000 MG,Carbomer,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/exportpdf/衛署藥輸字第025921號 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/4548b6cc-53c7-4800-a6a4-3b1499d86819_0?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
博士倫愛特淚點眼液,"Artelac, eye drops",衛部藥輸字第026161號,博士倫股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,HYPROMELLOSE,塑膠瓶裝,暫時緩解因眼睛乾澀所引起的灼熱感與刺激感。,眼睛乾澀,人工淚液／潤滑型,Each ml contains: HYPROMELLOSE 3.200000 MG,Hypromellose,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/exportpdf/衛部藥輸字第026161號 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/b55addce-8290-4a22-b662-7955a3909101?c=2;https://mcp.fda.gov.tw/insert/lablefiles/886d6373-7ffe-46f2-a420-013d36f0418f?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
博士倫維帝斯眼用凝膠,"Vidisic, eye gel",衛部藥輸字第026273號,博士倫股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,眼用凝膠劑,CARBOMER (CARBOPOL 980 NF),滴管裝,乾眼症。,乾眼,人工淚液／潤滑型,Each gm contains: CARBOMER (CARBOPOL 980 NF) 2.000000 MG,Carbomer,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/exportpdf/衛部藥輸字第026273號 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/ccc25d9b-2501-45e5-a477-9142c974710e_2?c=2;https://mcp.fda.gov.tw/insert/lablefiles/ccc25d9b-2501-45e5-a477-9142c974710e_0?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
卡特斯眼用凝膠 0.2%,Vicemer Eye Gel 0.2%(Carbomer),衛署藥製字第055951號,健喬信元醫藥生技股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,眼用凝膠劑,CARBOMER 940,鋁管裝;;塑膠管裝,乾眼症。,乾眼,人工淚液／潤滑型,Each gm contains： CARBOMER 940 2.000000 MG,Carbomer,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/insert/pdfcasefile/i_eb63b6c8-9c8b-4277-bcfe-43fca5d37c46?c=2;https://mcp.fda.gov.tw/insert/pdfcasefile/i_f366ee20-e356-4aff-b2c3-d438a3f18b79?c=2;https://mcp.fda.gov.tw/insert/pdfcasefile/i_f8a40df5-0813-43ab-910c-d4e6c77ed006?c=2 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/8dfe3732-ad62-4e76-a2c4-5e97a0f9df38_0?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
參天柔潤人工淚液點眼液,Soft Santear,衛部藥輸字第027589號,台灣參天製藥股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,SODIUM CHLORIDE;;POTASSIUM CHLORIDE,PE塑膠瓶裝,暫時緩解因眼睛乾澀所引起灼熱感與刺激感。暫時緩解因配載隱形眼鏡造成之不適。,眼睛乾澀,人工淚液／潤滑型,Each mL contains: POTASSIUM CHLORIDE 1.000000 MG；Each mL contains: SODIUM CHLORIDE 4.000000 MG,Potassium Chloride；Sodium chloride,,否,是,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/exportpdf/衛部藥輸字第027589號 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/dd674fec-7679-468c-a960-b9bcef94e2c2?c=2;https://mcp.fda.gov.tw/insert/lablefiles/8462cfac-e614-417d-a715-7605eb2315ba?c=2;https://mcp.fda.gov.tw/insert/lablefiles/af6c1db1-0d85-4db5-94bd-083f27ec550b?c=2;https://mcp.fda.gov.tw/insert/lablefiles/79b94af6-edd8-401d-a193-a10917515593?c=2;https://mcp.fda.gov.tw/insert/lablefiles/6cd0c340-19d8-420a-a25f-a905765e31ff?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
安眼潤眼用乳劑0.05%,An-eyesi Ophthalmic Emulsion 0.05%,衛部藥製字第060238號,安成國際藥業股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼乳劑,CYCLOSPORIN,LDPE塑膠瓶裝,治療嚴重乾性角結膜炎(SCHIRMER TEST WITHOUT ANESTHESIA<5MM/5MIN)併角結膜上皮病變患者之發炎反應，但在目前使用局部抗發炎藥物或使用淚點塞病患未見療效者。,乾眼；結膜炎；角膜修復；消炎,人工淚液／潤滑型,Each mL contains: CYCLOSPORIN 0.500000 MG,Cyclosporin,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/insert/pdfcasefile/i_090c550e-6fda-4cb8-a0fd-b127bba7a31b?c=2 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/aec57fb3-0c65-4be1-9455-b830e12ab24c_0?c=2;https://mcp.fda.gov.tw/insert/lablefiles/aec57fb3-0c65-4be1-9455-b830e12ab24c_1?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
宜可利1毫克/1毫升眼用乳劑,"Ikervis 1mg/1mL eye drops, emulsion",衛部藥輸字第027223號,台灣參天製藥股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼乳劑,Ciclosporin,塑膠瓶裝,治療嚴重乾性眼角結膜炎(Schirmer test without anesthesia < 5mm/5min)併角結膜上皮病變患者之發炎反應，但在目前使用局部抗發炎藥物或使用淚點塞病患未見療效者。治療4歲以上兒童至18歲青少年之嚴重春季型角膜結膜炎(VKC)。,結膜炎；角膜修復；消炎,人工淚液／潤滑型,0.3 mL contains: Ciclosporin 0.300000 MG,Ciclosporin,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/exportpdf/衛部藥輸字第027223號 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/c1c52014-47cf-46d6-b9e0-33600c321893_0?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
愛特淚點眼液,ARTELAC EYE DROPS,衛署藥輸字第020735號,武昌貿易有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,HYDROXYPROPYLMETHYLCELLULOSE(EQ TO HYPROMELLOSE)(HPMC),瓶裝,暫時緩解因眼睛乾澀所引起灼熱感與刺激感。,眼睛乾澀,人工淚液／潤滑型,EACH ML CONTAINS: HYDROXYPROPYLMETHYLCELLULOSE(EQ TO HYPROMELLOSE)(HPMC) 3.200000 MG,Hypromellose,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/exportpdf/衛署藥輸字第020735號 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/7b60903a-4db4-40c5-af99-1b3513320011_1?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
新一點靈玻潤人工淚液,"Boren Artificial Tears ""New I-Ten-Rin""",衛部藥製字第061054號,新一點靈企業股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,SODIUM CHLORIDE,LDPE塑膠瓶裝,暫時緩解因眼睛乾澀所引起灼熱感與刺激感。,眼睛乾澀,人工淚液／潤滑型,Each mL contains: SODIUM CHLORIDE 6.000000 MG,Sodium chloride,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/exportpdf/衛部藥製字第061054號 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/eb72ec65-eae0-480a-b62a-8b026bda47a5?c=2;https://mcp.fda.gov.tw/insert/lablefiles/eb72ec65-eae0-480a-b62a-8b026bda47a5?c=2;https://mcp.fda.gov.tw/insert/lablefiles/89ca1108-6b0c-43b5-8352-5c8b848a1387?c=2;https://mcp.fda.gov.tw/insert/lablefiles/89ca1108-6b0c-43b5-8352-5c8b848a1387?c=2;https://mcp.fda.gov.tw/insert/lablefiles/317d6e43-80f8-4b9f-aeb7-f1a8f6a7ba1e?c=2;https://mcp.fda.gov.tw/insert/lablefiles/317d6e43-80f8-4b9f-aeb7-f1a8f6a7ba1e?c=2;https://mcp.fda.gov.tw/insert/lablefiles/62e87092-f179-491c-9aac-f6f21473085e?c=2;https://mcp.fda.gov.tw/insert/lablefiles/62e87092-f179-491c-9aac-f6f21473085e?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
新鮮視人工淚液,Fresh-Eye DE,衛部藥輸字第027369號,大法貿易股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,POTASSIUM CHLORIDE;;SODIUM CHLORIDE,塑膠瓶裝,暫時緩解因眼睛乾澀所引起灼熱感與刺激感。,眼睛乾澀,人工淚液／潤滑型,Each ml contains: SODIUM CHLORIDE 6.300000 MG；Each ml contains: POTASSIUM CHLORIDE 1.000000 MG,Sodium chloride；Potassium Chloride,,否,是,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/exportpdf/衛部藥輸字第027369號 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/471ca3f0-3a16-46cc-8fca-dcf2416998d1_0?c=2;https://mcp.fda.gov.tw/insert/lablefiles/471ca3f0-3a16-46cc-8fca-dcf2416998d1_2?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
明漾人工淚液點眼液,Min Young Lubricant Eye Drops,衛署藥製字第049750號,健喬信元醫藥生技股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,HYDROXYPROPYLMETHYLCELLULOSE(EQ TO HYPROMELLOSE)(HPMC),塑膠瓶裝,暫時緩解因眼睛乾澀所引起灼熱感與刺激感。,眼睛乾澀,人工淚液／潤滑型,Each mL contains： HYDROXYPROPYLMETHYLCELLULOSE(EQ TO HYPROMELLOSE)(HPMC) 2910 (615) 5.000000 MG,Hypromellose,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/exportpdf/衛署藥製字第049750號 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/74b50bea-144b-4e6c-a694-5a1f4b219e07_1?c=2;https://mcp.fda.gov.tw/insert/lablefiles/74b50bea-144b-4e6c-a694-5a1f4b219e07_2?c=2;https://mcp.fda.gov.tw/insert/lablefiles/74b50bea-144b-4e6c-a694-5a1f4b219e07_0?c=2;https://mcp.fda.gov.tw/insert/lablefiles/32133c3e-b0b5-49a9-8f41-45b688977fc6?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
樂敦乾眼保濕人工淚液,Rohto Dry Eye Relief Artificial Tears,衛部藥製字第062141號,台灣曼秀雷敦股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,SODIUM CHLORIDE,LDPE塑膠瓶裝,暫時緩解因眼睛乾澀所引起的灼熱感與刺激感。暫時緩解因配戴隱形眼鏡造成之不適。,眼睛乾澀,人工淚液／潤滑型,Each mL contains： SODIUM CHLORIDE 6.000000 MG,Sodium chloride,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/exportpdf/衛部藥製字第062141號 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/f4061eec-a425-4c1c-81d0-88b76e1e17af?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
樂敦乾眼淚液眼藥水,Namida Rohto Dry Eye a Ophthalmic Preparation,衛部藥輸字第026371號,台灣曼秀雷敦股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,Calcium chloride hydrate;;CHONDROITIN SULFATE SODIUM (EQ TO SODIUM CHONDROITIN SULFATE );;Magnesium sulfate hydrate;;HYPROMELLOSE;;SODIUM CHLORIDE;;POTASSIUM CHLORIDE,塑膠瓶裝,暫時緩解因眼睛乾澀所引起灼熱感與刺激感、眼睛疲勞。,眼睛乾澀；眼睛疲勞,人工淚液／潤滑型,Each ml contains: CHONDROITIN SULFATE SODIUM (EQ TO SODIUM CHONDROITIN SULFATE ) 5.000000 MG；Each ml contains: POTASSIUM CHLORIDE 1.500000 MG；Each ml contains: Calcium chloride hydrate 0.150000 MG；Each ml contains: SODIUM CHLORIDE 4.000000 MG；Each ml contains: Magnesium sulfate hydrate 0.100000 MG；Each ml contains: HYPROMELLOSE 2.000000 MG,Chondroitin sulfate；Potassium Chloride；Calcium Chloride Hydrate；Sodium chloride；Magnesium Sulfate Hydrate；Hypromellose,,否,是,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/exportpdf/衛部藥輸字第026371號 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/8960c22c-65a5-427a-8536-de087f76b42c_3?c=2;https://mcp.fda.gov.tw/insert/lablefiles/cf669386-3e50-4f7c-8945-f3a6bfdc5200?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
樂敦溫和保濕人工淚液,ROHTO C CUBE OPHTHALMIC PREPARATION,衛署藥輸字第023553號,台灣曼秀雷敦股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,POTASSIUM CHLORIDE;;SODIUM CHLORIDE,瓶裝,暫時緩解因眼睛乾澀所引起灼熱感與刺激感。,眼睛乾澀,人工淚液／潤滑型,EACH ML CONTAINS: POTASSIUM CHLORIDE 0.800000 MG；EACH ML CONTAINS: SODIUM CHLORIDE 4.400000 MG,Potassium Chloride；Sodium chloride,,否,是,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/exportpdf/衛署藥輸字第023553號 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/e8cf4010-6ad8-4777-b6fe-981f8f3c75c1?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
